更新时间,#genre#
20240620,url

綜藝,#genre#
中天娛樂HD,https://stream.freetv.fun/zhong-tian-yu-le-1.ctv,2719
中天娛樂HD,https://stream.freetv.fun/zhong-tian-yu-le-2.ctv,9260
緯來日本,https://stream.freetv.fun/wei-lai-ri-ben-8.m3u8,5095
緯來日本,rtmp://220.130.201.73/sat/tv771,2223
緯來日本,rtmp://f13h.mine.nu/sat/tv771,2217

綜合,#genre#
520tsss映画,https://stream.freetv.fun/321847d48affa55bc4c03ad2690453db6832e961175d42ac5424c4325b24c73a.ctv,5444
A&E,https://stream.freetv.fun/a-e-2.ctv,7724
ATV WORLD,https://stream.freetv.fun/atv-1.m3u8,4601
ATV WORLD,https://stream.freetv.fun/atv-2.m3u8,4717
ATV WORLD,https://stream.freetv.fun/tvri-world-3.m3u8,10841
BBC 1,https://stream.freetv.fun/bbc-1-2.ctv,8588
BBC 1,https://stream.freetv.fun/bbc1-1.ctv,100000
BBC 1,https://stream.freetv.fun/bbc1-2.ctv,8135
BBC 4 SD UK,https://stream.freetv.fun/bbc-4-1.ctv,6095
BBC 4,https://stream.freetv.fun/bbc4-1.ctv,19460
BBC America,https://stream.freetv.fun/bbc-america-2.m3u8,4528
BBC America,https://stream.freetv.fun/bbc-america-3.m3u8,6822
BBC America,https://stream.freetv.fun/bbc-america-tv-1.ctv,4532
BBC Lifestyle,https://stream.freetv.fun/bbc-lifestyle-2.ctv,7716
BBC One Scotland,https://stream.freetv.fun/bbc-one-scotland-1.m3u8,4627
BBC One Scotland,https://stream.freetv.fun/bbc-scotland-1.ctv,100000
BBC One Scotland,https://stream.freetv.fun/bbc-scotland-2.m3u8,4244
CBC Television,https://stream.freetv.fun/country-music-television-1.m3u8,4037
CBC Television,https://stream.freetv.fun/notre-television-1.m3u8,6466
CBC Television,https://stream.freetv.fun/tc-television-1.ctv,100000
CBS 11,https://stream.freetv.fun/11-bs-1.m3u8,2792
CBS 11,https://stream.freetv.fun/11-cs-1.m3u8,4083
Channel 5,https://stream.freetv.fun/channel-5-1.ctv,6722
Channel 5,https://stream.freetv.fun/channel-5-2.ctv,14597
Channel 5,https://stream.freetv.fun/channel-5-3.ctv,5173
Channel 5,https://stream.freetv.fun/channel-5-4.ctv,4633
Channel 5,https://stream.freetv.fun/dc-council-channel-1.m3u8,6986
City TV,https://stream.freetv.fun/city-tv-4.ctv,7899
Eleven Australia,rtmp://f13h.mine.nu/sat/tv731,2316
Eleven Australia,rtmp://f13h.mine.nu/sat/tv741,2185
ITV 1,https://stream.freetv.fun/itv-1-2.ctv,4127
ITV 2 UK,https://stream.freetv.fun/itv-2-2.ctv,9150
ITV 3,https://stream.freetv.fun/itv-3-2.ctv,5292
MAX,https://stream.freetv.fun/tv-max-1.m3u8,5392
MOMO綜合,rtmp://f13h.mine.nu/sat/tv761,2250
Now TV,https://stream.freetv.fun/axs-tv-now-2.m3u8,3525
Now TV,https://stream.freetv.fun/axs-tv-now-4.m3u8,2772
Pearl,https://stream.freetv.fun/pearl-ming-zhu-2.m3u8,5730
Sky Movies Drama & Romance,https://stream.freetv.fun/sky-drama-1.ctv,3680
TVB J1,https://stream.freetv.fun/tvb-j2-1.m3u8,3690
TVB 翡翠臺,https://stream.freetv.fun/tvb-fei-cui-1.ctv,3616
TVB 翡翠臺,https://stream.freetv.fun/tvb-fei-cui-2.ctv,4282
TVBS Asia,https://stream.freetv.fun/tvbs-aisa-1.m3u8,100000
TVBS HD,https://stream.freetv.fun/tvbs-9.ctv,2662
TVBS,https://stream.freetv.fun/tvbs-4.ctv,9040
TVBS,https://stream.freetv.fun/tvbs-6.m3u8,3758
TVB翡翠,https://stream.freetv.fun/tvbfei-cui-4.ctv,1661
UNIVERSAL TV,https://stream.freetv.fun/universal-cinema-sd-1.ctv,7503
UNIVERSAL TV,https://stream.freetv.fun/universal-premiere-sd-1.ctv,8065
Venus TV UK,https://stream.freetv.fun/venus-1.ctv,7634
WIN HD綜合,https://stream.freetv.fun/win-1.ctv,8204
三立綜合,https://stream.freetv.fun/san-li-zong-he-1.m3u8,5697
三立臺灣台,https://stream.freetv.fun/san-li-tai-wan-3.m3u8,4681
中天亞洲,https://stream.freetv.fun/zhong-tian--ya-zhou-1.m3u8,100000
中天亞洲FHD,https://stream.freetv.fun/zhong-tian-ya-zhou-2.m3u8,4040
中天亞洲FHD,https://stream.freetv.fun/zhong-tian-ya-zhou-6.ctv,2345
中天綜合HD,https://stream.freetv.fun/zhong-tian-zong-he-1.ctv,2014
中視,https://stream.freetv.fun/zhong-shi-8.m3u8,5557
中視,rtmp://f13h.mine.nu/sat/tv091,2232
八大綜合,https://stream.freetv.fun/ba-da-zong-he-2.m3u8,2089
公視,https://stream.freetv.fun/gong-shi-2.m3u8,4449
公視,https://stream.freetv.fun/gong-shi-3.m3u8,100000
凤凰中文,https://stream.freetv.fun/03fa44bc510bac215c386e4e02bb5ecf4236b348e53ff4e3f0b8bd721cbaf142.ctv,6264
凤凰中文,https://stream.freetv.fun/055fd0088b3f216546c19d45700775c682b30836f177ac327bf5f56ae4fcb7b4.ctv,11968
凤凰中文,https://stream.freetv.fun/22448838d0d3b395b90859ec0fb68ea82ac112fe9b29ed03122106fc6218d339.m3u8,5432
凤凰中文,https://stream.freetv.fun/62d74be30d8730ee2b7ff62c6e79642254209fc739c8c08065c467a083f9f8e4.ctv,2806
凤凰中文,https://stream.freetv.fun/a69efa1a0897a5f69ceed5b9cb6ee600febec9eb51447544a2d74a43cd89059e.ctv,7069
凤凰测试,https://stream.freetv.fun/72d84f92913ca494af3fc278402cbc84cb371aa17c90b241c1f6f9c9db2fad8d.ctv,6602
凤凰资讯,https://stream.freetv.fun/365abed617311b3087815270a01bbb1d65df0daff72de9def9891bdda280b5bf.m3u8,18250
凤凰资讯,https://stream.freetv.fun/5d7829f1e2f83754bf297d6f0876f1a859e5b39bc9d000e4d1041c2a44340812.ctv,6713
凤凰资讯,https://stream.freetv.fun/694fdb1003254a4701099d3cb0b5ddd644fb51c13cf19eeab026440b3069d3c3.m3u8,6957
凤凰资讯,https://stream.freetv.fun/6a18a5b48dd18355b53011a2ed5b8d9a3c044e189435f374f1fbe8d30dca0bf9.ctv,6753
凤凰资讯,https://stream.freetv.fun/b5d918869ad35ba4c99c6a12cfa87469e8783cb4b7d8d8342dcbba12c71d21b3.m3u8,7576
凤凰资讯,https://stream.freetv.fun/ef8604e01a7fb4c5ca1c4ebd7d257a0eb177ed122ef87e1e565b3e3025e7d255.ctv,3174
凤凰资讯,https://stream.freetv.fun/f28f307d60caeb98e000700b12f96fefab1d01f7c3fe468a91b003d9d00f6343.m3u8,5283
凤凰资讯,https://stream.freetv.fun/f7e68fd608138dfdaf65c123b8d96906a9b612e027b768b0f22473f43d2c2e4d.ctv,6413
台視HD,rtmp://f13h.mine.nu/sat/tv071,2145
愛爾達綜合臺,https://stream.freetv.fun/ai-er-da-zong-he-1.ctv,4138
新加坡中文台,https://stream.freetv.fun/b13894fcbe1620c589c6566c088695585eace5619ed86eade38419f6931f18e5.m3u8,2502
日本1,https://stream.freetv.fun/fcf48c6e48e699df421d31f384f27f2816c4c9ffc33d03680f2cb3ab3e4114ba.m3u8,2900
日本2,https://stream.freetv.fun/7dfaf7b7af6e20bcbde90c7cda44e0f129e0656d68bed80349711b5461ec14fc.m3u8,2368
日本3,https://stream.freetv.fun/6ec4364e070ef57307ee73c90e9c7d8ac6d587882c0788194f985b69e2f5f4c5.m3u8,2286
日本4,https://stream.freetv.fun/c4a11ce80459d1c4acc342f340f6238ee0f9e520ef32b6f53464e9eaf78b13a6.m3u8,2638
日本5,https://stream.freetv.fun/62f93cf39a660f30c7f4671ee5876d5e0d60bbc350261837765b48f45b2cd57d.m3u8,2169
日本6,https://stream.freetv.fun/2ec88184d685b3fc7bb6cbef6cce807628822564f6a12534d89a14d97bf972f5.m3u8,2279
日本7,https://stream.freetv.fun/40a80b586a8906660aad6c16fb8704d52581b2284cf9755e0fb94728563c5c21.m3u8,1982
日本8,https://stream.freetv.fun/015b564499b9090b8939f36907e1d8751eb067f703223917242014e414454dde.m3u8,2756
日本qvc,https://stream.freetv.fun/67dceb795cd71db65d140b528fb6335c667331ff642b532acd4c51653a6af8ef.m3u8,2405
日本女子摔角,https://stream.freetv.fun/78e1569763a20994c44062d18ed2f567af373473c276671b1f5c17bdd3b484f3.ctv,5505
日本映画専門チャンネル,https://stream.freetv.fun/90987a91a862c98e0014ed9b745b9352abb8980eae7743d3849428a858624c65.m3u8,100000
易中天品三国,https://stream.freetv.fun/8eefb40389f10f627fc4d4eb1a7cd91501ede58f808db341af6794a8949079ca.ctv,2459
映画,https://stream.freetv.fun/624e089212997ab6f526774f6fbcb597f493cdbe8b6160de69f58267137418ba.m3u8,7918
東森綜合,https://stream.freetv.fun/dong-sen-zong-he-1.ctv,7869
東森綜合,https://stream.freetv.fun/dong-sen-zong-he-4.ctv,2343
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-1.m3u8,100000
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-2.m3u8,100000
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-3.m3u8,100000
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-4.m3u8,100000
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-5.m3u8,100000
東森美洲,https://stream.freetv.fun/dong-sen-mei-zhou-6.m3u8,100000
東森美洲衛視,https://stream.freetv.fun/dong-sen-mei-zhou-wei-shi-1.m3u8,100000
東森超視,https://stream.freetv.fun/dong-sen-chao-shi-8.ctv,2956
東森超視,rtmp://220.130.201.73/sat/tv331,2247
東森超視,rtmp://f13h.mine.nu/sat/tv331,2203
民視,https://stream.freetv.fun/min-shi-2.m3u8,4380
民視,rtmp://220.130.201.73/sat/tv051,2219
民視,rtmp://f13h.mine.nu/sat/tv051,2187
民視臺灣臺,https://stream.freetv.fun/min-shi-tai-wan-3.m3u8,4081
港台电视 31,https://stream.freetv.fun/9bb20e32c7b31f916a8142ee0f5bf5f1fc501ae5cf5eb224dad14edcd7ec747e.ctv,4888
港台电视 32,https://stream.freetv.fun/f68060f0f69e51c16cee2b48bfbc6e43189a0770f51e5ab186ffca44359c0072.ctv,4902
港台电视33,https://stream.freetv.fun/9c25a3d744660e829b1975f10ee0041f11245e8630e5aaaa69248ce939db64ce.m3u8,3171
港台电视33,https://stream.freetv.fun/e399f2061e40fb7f4505c902f376dc19dd743154e6d6c8ef03479e424cd3c258.m3u8,2302
港台电视34,https://stream.freetv.fun/13adeb75fd3a23bf8522c4a678b824d944a133caf85efdee16fd2e259656dd5f.m3u8,2366
港台电视34,https://stream.freetv.fun/14015df925caf6be38574c8d9655761fa2ca2b012eba5b13287a17af0cbfe9eb.m3u8,2495
港台电视35,https://stream.freetv.fun/6d3d0c5ca3dc578f98e7eb199b7e50349bfa930e723cb16c2a55ecdae8dd2ef7.m3u8,2754
港台电视35,https://stream.freetv.fun/f96d1d4aba3d0494c4630f94dcf8983582e04ca59e5dc9d2d18f28e439dd7ed1.m3u8,3261
澳視澳門,https://stream.freetv.fun/ao-shi-ao-men-1.ctv,4748
澳視澳門,https://stream.freetv.fun/ao-shi-ao-men-4.ctv,4417
澳門衛視,https://stream.freetv.fun/ao-men-wei-shi-1.ctv,5425
澳門衛視,https://stream.freetv.fun/ao-men-wei-shi-2.ctv,4887
緯來精采,https://stream.freetv.fun/d7fb67b6ad553367e15a443a726eb62c44d1775de9b706ebde77eead8d67ba58.m3u8,2883
緯來育樂,rtmp://220.130.201.73/sat/tv701,2299
緯來育樂,rtmp://f13h.mine.nu/sat/tv701,2171
红牛tv,https://stream.freetv.fun/5f67565dabb4e861655d7ae459f3475ab50b36f6e2276579f1a8828953476ab8.m3u8,2098
红牛tv,https://stream.freetv.fun/dafeba70715a6c707a204ae8924634ad51ec1c2c352b87d32dbefdd94981008a.m3u8,2200
红牛运动,https://stream.freetv.fun/13ffdf436b8a749b0f3050b714e14969dd455b37b7e6a083dfad5e5ff89b9cd1.m3u8,2875
红牛运动,https://stream.freetv.fun/f8eed9c99e698fdab23a36391efb997fbce39d53a0ad9b75e8a61c935aa29101.m3u8,3357
翡翠台,https://stream.freetv.fun/fei-cui-4.ctv,2372
翡翠台,https://stream.freetv.fun/fei-cui-6.ctv,8098
臺視綜合,https://stream.freetv.fun/tai-shi-zong-he-1.m3u8,3924
華視,https://stream.freetv.fun/hua-shi-6.ctv,9102
華視,rtmp://f13h.mine.nu/sat/tv111,2333
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-1.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-2.m3u8,10912
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-3.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-2-4.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-1.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-2.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-3.m3u8,100000
華語電視,https://stream.freetv.fun/hua-yu-dian-shi-3-4.m3u8,100000
靖天國際,https://stream.freetv.fun/jing-tian-guo-ji-1.m3u8,3996
靖天國際,https://stream.freetv.fun/jing-tian-guo-ji-2.ctv,9105
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-1.ctv,1368
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-2.ctv,1488
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-3.m3u8,1504
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-5.m3u8,1950
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-6.m3u8,1621
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-7.ctv,4511
香港衛視,https://stream.freetv.fun/xiang-gang-wei-shi-8.ctv,4696
香港電臺,https://stream.freetv.fun/xiang-gang-dian-tai-2.m3u8,1549
鳳凰衛視中文,https://stream.freetv.fun/feng-huang-wei-shi--xiang-gang-1.ctv,4828
鳳凰衛視中文,https://stream.freetv.fun/feng-huang-wei-shi--zi-xun-1.ctv,4416
鳳凰衛視中文,https://stream.freetv.fun/feng-huang-wei-shi-1.m3u8,2649
鳳凰衛視中文,https://stream.freetv.fun/feng-huang-zhong-wen-4.m3u8,11818
鳳凰衛視中文,https://stream.freetv.fun/feng-huang-zhong-wen-9.m3u8,9067
鳳凰香港,https://stream.freetv.fun/feng-huang-xiang-gang-1.m3u8,1941
鳳凰香港,https://stream.freetv.fun/feng-huang-xiang-gang-3.ctv,7698
鳳凰香港,https://stream.freetv.fun/feng-huang-xiang-gang-4.m3u8,2484
鳳凰香港,https://stream.freetv.fun/feng-huang-xiang-gang-7.ctv,6236

兒童,#genre#
Animax,https://stream.freetv.fun/animax-2.ctv,9016
Animax,https://stream.freetv.fun/animax-philippines-1.ctv,3571
Animax,https://stream.freetv.fun/ch-ng-bs-animax-1.m3u8,100000
BABY,https://stream.freetv.fun/tao-babyhd-1.ctv,100000
BBC 3,https://stream.freetv.fun/bbc-3-1.ctv,100000
BBC 3,https://stream.freetv.fun/bbc3-1.ctv,100000
BSアニマックス,https://stream.freetv.fun/bsanimatsukusu-1.m3u8,16948
Canal 9 TV,https://stream.freetv.fun/canal-8-tv-plus-1.m3u8,5529
Cartoon Network,https://stream.freetv.fun/cartoon-network-10.ctv,100000
Cartoon Network,https://stream.freetv.fun/cartoon-network-9.ctv,8379
Cartoon Network,https://stream.freetv.fun/ph-cartoon-network-1.ctv,5908
Cetelmon TV,https://stream.freetv.fun/cetelmon-tv-1.m3u8,100000
Discovery Family,https://stream.freetv.fun/discovery-family-1.m3u8,4597
Discovery Family,https://stream.freetv.fun/discovery-family-2.ctv,6041
Disney Channel,https://stream.freetv.fun/disney-channel-3.ctv,11127
Disney Channel,https://stream.freetv.fun/disney-channel-6.ctv,7800
Disney Channel,https://stream.freetv.fun/disney-channel-7.ctv,100000
Disney Channel,https://stream.freetv.fun/ph-disney-channel-1.ctv,4565
Disney Jr,https://stream.freetv.fun/disney-jr-1.ctv,7641
Disney Junior,https://stream.freetv.fun/disney-1.ctv,8031
DreamWorks,https://stream.freetv.fun/dreamworks-tv-1.m3u8,18345
DreamWorks,https://stream.freetv.fun/ph-dreamworks-1.ctv,4040
DreamWorks,https://stream.freetv.fun/ph-dreamworks-2.ctv,4989
Kids Channel,https://stream.freetv.fun/kids-channel-1.m3u8,4573
Nick Jr. UK,https://stream.freetv.fun/nick-1.ctv,7408
Nickelodeon,https://stream.freetv.fun/nickelodeon-4.m3u8,5698
Nickelodeon,https://stream.freetv.fun/nickelodeon-5.ctv,8989
Nickelodeon,https://stream.freetv.fun/nickelodeon-australia-1.m3u8,3492
Nickelodeon,https://stream.freetv.fun/nickelodeon-australia-2.m3u8,3770
YTV,https://stream.freetv.fun/ytv1-1.ctv,6751
YTV,https://stream.freetv.fun/ytv1-2.ctv,4145
YTV,https://stream.freetv.fun/ytv2-1.ctv,6809
YTV,https://stream.freetv.fun/ytv2-2.ctv,6241
龍華動畫,https://stream.freetv.fun/long-hua-dong-hua-1.ctv,8298

知識,#genre#
Animal Planet,https://stream.freetv.fun/animal-planet-14.ctv,5473
Animal Planet,https://stream.freetv.fun/animal-planet-7.ctv,8108
Animal Planet,https://stream.freetv.fun/ph-animal-planet-1.ctv,4804
BBC Earth,https://stream.freetv.fun/bbc-earth-2.m3u8,3575
BBC Earth,https://stream.freetv.fun/bbc-earth-4.ctv,6971
BBC Earth,https://stream.freetv.fun/bbcearth-v4-1.m3u8,1991
BBC Earth,https://stream.freetv.fun/ph-bbc-earth-1.ctv,5138
Crime & Investigation UK,https://stream.freetv.fun/crime---investigation-1.m3u8,3782
Crime Investigation,https://stream.freetv.fun/crime-investigation-1.ctv,5190
Crime Investigation,https://stream.freetv.fun/ph-crime-investigation-sd-1.ctv,4681
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-11.ctv,7956
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-12.ctv,100000
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-15.ctv,5997
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-2.m3u8,6059
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-3.ctv,100000
DISCOVERY Channel,https://stream.freetv.fun/discovery-channel-cee-1.m3u8,4872
DISCOVERY Channel,https://stream.freetv.fun/ph-discovery-channel-1.ctv,7089
DISCOVERY SCIENCE,https://stream.freetv.fun/discovery-science-cee-1.m3u8,3351
DMAX,https://stream.freetv.fun/dmax-2.m3u8,11288
DMAX,https://stream.freetv.fun/dmax-tv-1.m3u8,8788
Da Vinci,https://stream.freetv.fun/da-vinci-1.m3u8,3221
Discovery ASIA,https://stream.freetv.fun/ph-discovery-asia-1.ctv,4402
Discovery HD,https://stream.freetv.fun/discovery-5.ctv,100000
Discovery HD,https://stream.freetv.fun/discovery-h-h-2.ctv,100000
Discovery Kids,https://stream.freetv.fun/discovery-id-1.ctv,8070
Discovery Kids,https://stream.freetv.fun/discovery-kids-5.ctv,7910
Discovery Kids,https://stream.freetv.fun/discovery-kids-6.ctv,100000
Discovery LIFE,https://stream.freetv.fun/discovery-life-1.ctv,5129
Discovery LIFE,https://stream.freetv.fun/discovery-world-2.ctv,100000
Discovery Science UK,https://stream.freetv.fun/discovery-science-3.m3u8,3943
Discovery Science UK,https://stream.freetv.fun/discovery-science-4.ctv,4141
Fyi,https://stream.freetv.fun/fyi-1.ctv,6025
Global Trekker,https://stream.freetv.fun/globaltrekker-1.ctv,5276
Global Trekker,https://stream.freetv.fun/globaltrekker-2.ctv,4943
HGTV,https://stream.freetv.fun/hgtv-10.ctv,100000
HGTV,https://stream.freetv.fun/hgtv-3.m3u8,2860
HGTV,https://stream.freetv.fun/hgtv-5.m3u8,4313
HGTV,https://stream.freetv.fun/hgtv-7.m3u8,4044
HGTV,https://stream.freetv.fun/hgtv-8.ctv,3808
HGTV,https://stream.freetv.fun/hgtv-9.ctv,16829
HGTV,https://stream.freetv.fun/ph-hgtv-1.ctv,9823
Hillsong Channel,https://stream.freetv.fun/hillsong-channel-1.ctv,5705
History 2 HD,https://stream.freetv.fun/history-2-2.ctv,7672
History Channel 2 UK,https://stream.freetv.fun/history-channel-3.ctv,7649
History,https://stream.freetv.fun/cs-history-1.m3u8,7170
History,https://stream.freetv.fun/history-5.ctv,3906
History,https://stream.freetv.fun/history-8.m3u8,4521
History,https://stream.freetv.fun/ph-history-1.ctv,5231
Investigation Discovery,https://stream.freetv.fun/id---investigation-discovery-1.ctv,100000
Love Nature,https://stream.freetv.fun/love-nature-5.m3u8,3160
Love Nature,https://stream.freetv.fun/lovenature4k-1.m3u8,2901
Love Nature,https://stream.freetv.fun/lovenature4k-2.m3u8,2764
Love Nature,https://stream.freetv.fun/lovenature4k-3.m3u8,2732
Love Nature,https://stream.freetv.fun/lovenature4k-4.m3u8,2515
NASA TV,https://stream.freetv.fun/nasa-tv-2.m3u8,2295
NASA TV,https://stream.freetv.fun/nasa-tv-3.ctv,4745
NAT GEO WILD,https://stream.freetv.fun/natgeo-wild-1.ctv,4973
Nat Geo Wild UK,https://stream.freetv.fun/nat-geo-wild-1.m3u8,4691
Nat Geo,https://stream.freetv.fun/nat-geo-5.ctv,7881
Outdoor Channel,https://stream.freetv.fun/outdoor-channel-3.m3u8,4308
Smithsonian Channel,https://stream.freetv.fun/smithsonian-channel-1.m3u8,4386
TLC,https://stream.freetv.fun/tlc-2.ctv,7481
TLC,https://stream.freetv.fun/tlc-9.ctv,6069
Travel Channel,https://stream.freetv.fun/ph-travel-channel-1.ctv,4863
Travel Channel,https://stream.freetv.fun/travel-channel-2.m3u8,3161
動物星球,https://stream.freetv.fun/dong-wu-xing-qiu-1.m3u8,2685
國家地理,https://stream.freetv.fun/guo-jia-di-li-1.m3u8,6394

電影,#genre#
AXN,https://stream.freetv.fun/axn-1.ctv,7714
Channel 8,https://stream.freetv.fun/church-channel-1.ctv,6856
Channel 8,https://stream.freetv.fun/cooking-channel-6.ctv,5047
FOX,https://stream.freetv.fun/fox-6.ctv,100000
HITS Movies,https://stream.freetv.fun/hits-movies-2.ctv,6349
Hollywood,https://stream.freetv.fun/hollywood-1.m3u8,4083
ROCK Extreme,https://stream.freetv.fun/ph-rock-extreme-1.ctv,3518
Showcase 2 UK,https://stream.freetv.fun/showcase-1.ctv,4088
Showtime,https://stream.freetv.fun/showtime-next-1.ctv,6149
Showtime,https://stream.freetv.fun/showtime-women-1.ctv,5634
THRILL,https://stream.freetv.fun/thrill-2.ctv,4689
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-2.m3u8,100000
TVB黃金翡翠台,https://stream.freetv.fun/tvb-huang-jin-fei-cui-2.ctv,4365
天映經典,https://stream.freetv.fun/tian-ying-jing-dian-1.ctv,4940
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-9.m3u8,1703

新聞,#genre#
ABC Australia,https://stream.freetv.fun/ph-abc-austrailia-1.ctv,4073
ABC NEWS,https://stream.freetv.fun/abc-news-3.m3u8,2755
ABC NEWS,https://stream.freetv.fun/ch-ng-abc-news-2.m3u8,4919
ABC,https://stream.freetv.fun/abc-4.ctv,100000
ABC,https://stream.freetv.fun/abc-7-2.ctv,4536
AccuWeather,https://stream.freetv.fun/accuweather-now-1.m3u8,7436
BBC News,https://stream.freetv.fun/bbc-news-3.m3u8,4109
BBC News,https://stream.freetv.fun/bbc-news-4.m3u8,3579
BBC News,https://stream.freetv.fun/bbc-news-5.m3u8,4032
BBC News,https://stream.freetv.fun/bbc-news-english-1.ctv,100000
BBC World News,https://stream.freetv.fun/bbc-world-news-3.m3u8,7937
BBC World News,https://stream.freetv.fun/ph-bbc-world-news-1.ctv,4437
Bloomberg TV,https://stream.freetv.fun/bloomberg-tv-plus-6.m3u8,2450
Bloomberg TV,https://stream.freetv.fun/bloombergtv-1.m3u8,2747
CCTV-1,https://stream.freetv.fun/cctv1-15.m3u8,1856
CCTV-1,https://stream.freetv.fun/cctv1-72.m3u8,4909
CCTV-1,https://stream.freetv.fun/cctv1-73.ctv,6623
CCTV-1,https://stream.freetv.fun/cctv1-76.m3u8,3424
